iso3c,year,cc_est,ge_est,pv_est,rq_est,rl_est,va_est,state_capacity_wgi
HND,2018,-0.656895399,-0.618258476,-0.531820953,-0.448792905,-1.057194591,-0.523527741,-0.69528534275
HND,2019,-0.875853598,-0.619122744,-0.569057047,-0.495705456,-1.041498184,-0.572002947,-0.7580449954999999
HND,2020,-0.988051236,-0.645809412,-0.448507726,-0.49494037,-1.010333419,-0.618947327,-0.7847836092499999
HND,2021,-1.091472626,-0.819059908,-0.627813995,-0.534852624,-1.087973833,-0.589453816,-0.88333974775
HND,2022,-1.002288342,-0.86729633800000006,-0.568361819,-0.485292733,-1.017541647,-0.491051793,-0.8431047650000001
HND,2023,-1.111958146,-0.795222759,-0.459217161,-0.550886929,-1.095008135,-0.453701526,-0.88826899225
MEX,2000,-0.073860303,0.276181936,-0.200209871,0.220494196,-0.426509559,0.258450001,-9.234324999999842e-4
MEX,2002,-0.250572264,0.218386546,-0.058308262,0.438464433,-0.349208415,0.346043468,0.014267575000000005
MEX,2003,-0.241587132,0.131819323,-0.116878085,0.335378051,-0.377902716,0.34693712,-0.03807311850000001
MEX,2004,-0.389334857,0.075833812,-0.21408245,0.410247594,-0.40991047,0.319827616,-0.07829098025
MEX,2005,-0.344179541,0.031416982,-0.445820868,0.160981357,-0.382989526,0.198065519,-0.133692682
MEX,2006,-0.325125188,0.050471161,-0.636888444,0.346685439,-0.472546279,0.150474414,-0.10012871675000001
MEX,2007,-0.341457367,0.136410132,-0.729851604,0.368228048,-0.542932212,0.121899016,-0.09493784975000001
MEX,2008,-0.309849888,0.160689965,-0.804012358,0.31256935,-0.68928355,0.134927571,-0.13146853074999998
MEX,2009,-0.365960121,0.141515777,-0.686627805,0.177682906,-0.562868834,0.200032845,-0.152407568
MEX,2010,-0.439748138,0.096291386,-0.726463437,0.156337783,-0.552031338,0.178501576,-0.18478757675000002
MEX,2011,-0.474737763,0.252327204,-0.667768598,0.184377462,-0.549887717,0.121691875,-0.14698020350000002
MEX,2012,-0.484527588,0.296199024,-0.662454188,0.418743193,-0.535180092,0.112745345,-0.07619136575000003
MEX,2013,-0.591898561,0.302350998,-0.714223802,0.418155193,-0.549416423,0.108349167,-0.10520219825000005
MEX,2014,-0.84301883,0.133970901,-0.853918791,0.359438211,-0.406688005,2.75322e-4,-0.18907443075
MEX,2015,-0.888967395,0.117517561,-0.801780105,0.276325017,-0.454765856,-0.075340435,-0.23747266825000002
MEX,2016,-0.850662291,0.027610578,-0.633718133,0.199013442,-0.579800665,-0.067450769,-0.300959734
MEX,2017,-0.952429533,-0.065302551,-0.80641979,0.182068795,-0.584648728,-0.089054845,-0.35507800425
MEX,2018,-0.949163556,-0.292850614,-0.67384702,0.084375463,-0.641221523,-0.008684999,-0.4497150575
MEX,2019,-0.917449772,-0.306684852,-0.841869175,0.012595196,-0.657918453,0.008570964,-0.46736447025
MEX,2020,-0.921630204,-0.270338684,-0.791455746,-0.012910045,-0.642182171,-0.027388219,-0.46176527599999995
MEX,2021,-1.020639896,-0.343543798,-0.687615871,-0.251374453,-0.807996511,-0.077413954,-0.6058886645
MEX,2022,-1.012086034,-0.281723529,-0.689268112,-0.148309499,-0.869425058,-0.119756743,-0.5778860299999999
MEX,2023,-1.020578742,-0.198361441,-0.630761027,-0.171988308,-0.806393921,-0.115086064,-0.549330603
NIC,2000,-0.935892701,-0.660692811,-0.066172294,-0.33913812,-0.862790763,-0.125508621,-0.6996285987499999
NIC,2002,-0.479136646,-0.877977848,-0.093183674,-0.489535064,-0.677636325,-0.054776963,-0.63107147075
NIC,2003,-0.541941702,-0.794632852,-0.368299216,-0.470480889,-0.56024915,0.158112004,-0.59182614825
NIC,2004,-0.446660161,-0.84265548,-0.341314167,-0.346080571,-0.788531184,-0.015315129,-0.605981849
NIC,2005,-0.616481483,-0.825872242,-0.339232922,-0.445305258,-0.614661515,-0.24899523,-0.6255801244999999
NIC,2006,-0.673504472,-0.895059884,-0.267819613,-0.426474214,-0.752042234,-0.194359109,-0.686770201
NIC,2007,-0.767759442,-0.953955352,-0.120370902,-0.450823009,-0.788387358,-0.217171907,-0.74023129025
NIC,2008,-0.768929601,-0.917955816,-0.222542554,-0.421554148,-0.80818355099999994,-0.367741048,-0.729155779
NIC,2009,-0.727106392,-0.96199578,-0.305793792,-0.435356438,-0.786913633,-0.439285934,-0.72784306075
NIC,2010,-0.755830348,-0.949312687,-0.499709249,-0.302378356,-0.837366939,-0.477622449,-0.7112220825
NIC,2011,-0.737969637,-0.893715918,-0.269735813,-0.353553355,-0.725575924,-0.576730072,-0.6777037085000001
NIC,2012,-0.78167814,-0.891339302,-0.348777562,-0.310052246,-0.733911514,-0.536340475,-0.6792453005
NIC,2013,-0.73852396,-0.813365757,-0.249215871,-0.308052003,-0.674326599,-0.457735419,-0.6335670797499999
NIC,2014,-0.887541771,-0.837822556,-0.040780123,-0.408892065,-0.714166403,-0.395806462,-0.71210569875
NIC,2015,-0.907448709,-0.862327516,-0.092195526,-0.419965863,-0.754737794,-0.414940387,-0.7361199705
NIC,2016,-0.897035599,-0.73757118,-0.095483571,-0.528951228,-0.656879246,-0.680512071,-0.70510931325
NIC,2017,-0.895630002,-0.668117821,-0.053822666,-0.695781589,-0.660670221,-0.718133748,-0.7300499082499999
NIC,2018,-1.024010181,-0.812322795,-0.950928032,-0.731356859,-1.078462958,-1.099917054,-0.91153819825
NIC,2019,-1.03215003,-0.777325749,-0.992500722,-0.714432657,-1.201585412,-1.098115683,-0.9313734619999999
NIC,2020,-1.180352092,-0.679674625,-0.585719466,-0.679826021,-1.198743939,-1.097819209,-0.9346491692499999
NIC,2021,-1.255249143,-0.884827673,-0.471975327,-0.852285445,-1.366336823,-1.285795927,-1.0896747709999999
NIC,2022,-1.287625432,-1.03687942,-0.358511776,-0.914733768,-1.310911894,-1.350019932,-1.1375376285
NIC,2023,-1.388440132,-1.08494556,-0.125550047,-0.878058851,-1.278186917,-1.38733542,-1.1574078650000001
PAN,2000,-0.319528043,0.228873283,0.251223832,0.605035841,-0.187658608,0.631228447,0.08168061824999999
PAN,2002,-0.335230827,-0.028121203,0.345927984,0.520487428,-0.08833684,0.619423807,0.017199639500000016
PAN,2003,-0.395565361,-0.112611756,0.073229544,0.337754071,-0.140504897,0.484826952,-0.07773198575000001
PAN,2004,-0.300811678,-0.08721038,0.084138364,0.259365588,-0.107689194,0.516072214,-0.05908641600000002
PAN,2005,-0.390578359,0.069371119,-0.157522634,0.159857556,-0.101316899,0.443538368,-0.06566664575
PAN,2006,-0.363584548,0.066202417,-0.067905001,0.313156545,-0.155252963,0.601521611,-0.034869637249999995
PAN,2007,-0.339885622,0.130122647,-0.061348125,0.396069229,-0.174098477,0.621265113,0.0030519442500000077
PAN,2008,-0.101286359,0.118165627,-0.097780146,0.705149293,-0.203979909,0.600690961,0.12951216299999999
PAN,2009,-0.327103823,0.103056826,0.062279519,0.396906674,-0.097268507,0.591262817,0.018897792499999996
PAN,2010,-0.358153433,0.131257296,-0.116048209,0.472236633,-0.080293067,0.537198603,0.04126185724999998
PAN,2011,-0.354332805,0.130668715,-0.028218862,0.534382701,0.025878649,0.534638524,0.084149315
PAN,2012,-0.395119667,0.319876164,-0.179432675,0.468524963,-0.222083896,0.469416946,0.04279939099999999
PAN,2013,-0.381226212,0.318168879,-0.141260922,0.447597444,-0.253414422,0.424230695,0.03278142225000001
PAN,2014,-0.370015204,0.277430743,0.209008202,0.476986915,-0.064679839,0.505584121,0.07993065375
PAN,2015,-0.434962153,0.277811021,0.37741518,0.447250634,-0.140977621,0.55853951,0.03728047024999999
PAN,2016,-0.573966324,0.153621435,0.400727749,0.468313783,0.033683963,0.523992538,0.020413214249999978
PAN,2017,-0.613697469,0.028131975,0.380334169,0.4252958,0.007552708,0.519523442,-0.0381792465
PAN,2018,-0.61033761500000006,0.012680994,0.25216198,0.385193199,-0.159112379,0.557908833,-0.09289395025000002
PAN,2019,-0.64382714,0.099871047,0.290945798,0.380994022,-0.191898912,0.598749578,-0.08871524575
PAN,2020,-0.58416152,0.164647356,0.235503376,0.322711378,-0.284955025,0.573975325,-0.09543945275
PAN,2021,-0.591640532,0.123601131,0.307207078,0.177574456,-0.269385785,0.541458607,-0.1399626825
PAN,2022,-0.634862423,-0.128100604,0.289221227,0.127132148,-0.359851569,0.541374862,-0.24892061199999999
PAN,2023,-0.628094196,-0.209720731,0.213101849,0.118782818,-0.34598121,0.547549784,-0.26625332975
PER,2000,-0.404046178,-0.183523014,-0.987529457,0.331481695,-0.718046725,-0.370226055,-0.2435335555
PER,2002,-0.30640474,-0.39141887400000003,-0.969909847,-0.03976579,-0.557922065,0.222937241,-0.32387786725
PER,2003,-0.154854536,-0.585180283,-1.162101626,0.114225753,-0.588656902,0.078648843,-0.303616492
PER,2004,-0.429986924,-0.649820864,-1.027399659,0.204360604,-0.545422077,-0.134529516,-0.35521731525
PER,2005,-0.367371053,-0.695960522,-0.975715458,0.007082981,-0.700787902,-0.013819259,-0.439259124
PER,2006,-0.221562147,-0.757418633,-0.841553807,0.074825414,-0.704654872,0.091934875,-0.4022025595
PER,2007,-0.272556156,-0.627492428,-0.774885893,0.238475114,-0.751626134,0.10835699,-0.353299901
PER,2008,-0.206874341,-0.431019515,-0.892661691,0.320967674,-0.730335593,0.152134746,-0.26181544375
PER,2009,-0.332539886,-0.489155442,-1.180047989,0.36664179,-0.624266803,0.083490424,-0.26983008525
PER,2010,-0.253887415,-0.239367962,-0.999915421,0.392820895,-0.566099524,0.111124784,-0.1666335015
PER,2011,-0.243967727,-0.206647053,-0.760749698,0.404832929,-0.580825686,0.131239608,-0.15665188424999998
PER,2012,-0.404069632,-0.187420115,-0.907364726,0.436642319,-0.581970215,0.114262931,-0.18420441075
PER,2013,-0.460946977,-0.151038066,-0.80573976,0.40630167700000003,-0.574419618,0.084750429,-0.19502574599999997
PER,2014,-0.599980474,-0.326710403,-0.550656915,0.47424823,-0.522552609,0.192497373,-0.24374881399999998
PER,2015,-0.60391736,-0.367453665,-0.398910075,0.439279824,-0.499649614,0.227368146,-0.25793520375
PER,2016,-0.430348158,-0.256282151,-0.207934842,0.46932619800000003,-0.496036291,0.268895954,-0.1783351005
PER,2017,-0.562385023,-0.204775095,-0.26350987,0.351487756,-0.523281574,0.274388254,-0.234738484
PER,2018,-0.597973228,-0.323809534,-0.276880771,0.44338277,-0.566743374,0.215107664,-0.2612858415
PER,2019,-0.509501398,-0.125898167,-0.163622618,0.517202258,-0.520058036,0.264963299,-0.15956383575000002
PER,2020,-0.524636924,-0.294280052,-0.357722938,0.471264184,-0.382843524,0.246405274,-0.182624079
PER,2021,-0.653799653,-0.295280516,-0.355252951,0.063778646,-0.532514691,0.174961343,-0.35445405350000003
PER,2022,-0.808002055,-0.39837572,-0.487095445,0.20857498,-0.552831411,0.052989695,-0.3876585515
PER,2023,-0.721040905,-0.491872787,-0.521785557,0.292205185,-0.538132668,0.060481496,-0.36471029374999997
PRY,2000,-1.373702288,-1.039068699,-0.970572591,-0.724985361,-0.989421189,-0.506525874,-1.03179438425
PRY,2002,-1.365068436,-1.113798499,-1.211351275,-0.583924294,-1.123306632,-0.456348479,-1.04652446525
PRY,2003,-1.436838865,-0.997566938,-0.749351561,-0.761302412,-1.052339792,-0.400354266,-1.0620120017499999
PRY,2004,-1.426462889,-0.965075552,-0.566143751,-0.7526384,-0.981866181,-0.47459361,-1.0315107555
PRY,2005,-1.355833054,-0.777090907,-0.652078152,-0.864246666,-0.963428319,-0.395821035,-0.9901497365
PRY,2006,-1.16153121,-0.963064432,-0.776525021,-0.702513158,-0.971096039,-0.25690937,-0.9495512097500001
PRY,2007,-1.211035728,-0.853146732,-0.740122914,-0.583475471,-0.964514315,-0.164958507,-0.9030430615
PRY,2008,-0.979693532,-0.870992124,-0.727450252,-0.49169004,-0.910835207,-0.115736693,-0.8133027257500001
PRY,2009,-0.788950503,-0.904786527,-0.883586049,-0.409247994,-0.85797703299999994,-0.134577692,-0.74024051425
PRY,2010,-0.707593381,-0.912053406,-0.834862232,-0.361598462,-0.830411494,-0.078932732,-0.70291418575
PRY,2011,-0.695635736,-0.849459469,-0.692596555,-0.32660228,-0.800011337,-0.083290011,-0.6679272055
PRY,2012,-0.850602806,-0.899536431,-0.871902168,-0.261282653,-0.81082052,-0.113736905,-0.7055606025
PRY,2013,-1.048131943,-0.879561782,-0.735861599,-0.24729614,-0.767023623,-0.104953654,-0.735503372
PRY,2014,-1.011079431,-0.938229501,-0.08862751,-0.205342337,-0.604350567,-0.102871343,-0.689750459
PRY,2015,-1.018919945,-0.998762786,0.035212629,-0.205608889,-0.644359648,-0.069938526,-0.716912817
PRY,2016,-0.763090432,-0.82180506,0.134470806,-0.229902908,-0.689654231,-0.063101374,-0.62611315775
PRY,2017,-0.750717938,-0.841798902,-0.002855462,-0.248225942,-0.667961836,-0.043724205,-0.6271761545000001
PRY,2018,-0.870756984,-0.604888737,-0.086711079,-0.089519158,-0.602268279,0.031965796,-0.5418582894999999
PRY,2019,-0.893645704,-0.576773107,-0.018012775,-0.137215763,-0.567496181,0.052799433,-0.5437826887499999
PRY,2020,-0.857888103,-0.56520766,0.016717767,-0.139662296,-0.427826524,0.046246175,-0.49764614575
PRY,2021,-1.02654171,-0.655920208,-9.37932e-4,-0.222117677,-0.575897038,0.003617339,-0.62011915825
PRY,2022,-1.090579629,-0.614015102,0.035549313,-0.169901669,-0.591498375,0.00371037,-0.61649869375
PRY,2023,-1.057722926,-0.462065369,0.082041629,-0.078939348,-0.582174599,0.042024303,-0.5452255605
SLV,2000,-0.745444059,-0.62050283,0.329205334,-0.017429935,-0.803453267,-0.043113962,-0.54670752275
SLV,2002,-0.81314522,-0.609856188,0.293994129,-0.169806421,-0.566521049,0.122130692,-0.5398322195
SLV,2003,-0.416793615,-0.460299641,-0.180753872,-0.24624534,-0.51685524,0.107482292,-0.410048459
SLV,2004,-0.480672061,-0.451769233,-0.069100976,3.75591e-4,-0.490908056,0.024640525,-0.35574343975
SLV,2005,-0.508673728,-0.447229236,-0.033760875,-0.257205307,-0.505208492,-0.075012773,-0.42957919075
SLV,2006,-0.335918337,-0.217000455,-0.168158025,-0.073802739,-0.691741586,0.096629858,-0.32961577925
SLV,2007,-0.423062176,-0.259199172,-0.007270731,0.087128989,-0.722936034,0.094508938,-0.32951709825
SLV,2008,-0.411013573,-0.211958438,0.039393112,0.150920913,-0.694341421,0.112083875,-0.29159812975
SLV,2009,-0.230227888,-0.074613519,-0.007116277,0.283810049,-0.783321619,0.057646669,-0.20108824425
SLV,2010,-0.258609384,-0.012319415,0.058842227,0.337437302,-0.865749896,0.071544565,-0.19981034825
SLV,2011,-0.247806415,-0.109997876,0.111001194,0.403908849,-0.751709402,0.043949775,-0.176401211
SLV,2012,-0.412512779,-0.134835929,0.234583974,0.22834833,-0.728603363,-0.040193725,-0.26190093524999997
SLV,2013,-0.349343956,-0.121620633,-0.033658903,0.227205575,-0.637214184,-0.01314757,-0.2202432995
SLV,2014,-0.375204563,-0.025264136,-0.024590004,0.222213238,-0.469334871,0.152574793,-0.161897583
SLV,2015,-0.447838724,-0.285931021,-0.020496048,0.067986883,-0.61680752,0.152256042,-0.3206475955
SLV,2016,-0.556168318,-0.343923271,-0.104568757,-0.050619148,-0.757978737,0.188607335,-0.42717236849999995
SLV,2017,-0.534349263,-0.387301892,-0.263820261,-0.169971138,-0.87329191,0.15420197,-0.49122855075
SLV,2018,-0.58643496,-0.489993751,-0.38915965,-0.016186897,-0.930314422,0.028985543,-0.5057325075
SLV,2019,-0.537863314,-0.531079948,-0.120228313,-0.037950449,-0.866013646,0.117883883,-0.49322683925
SLV,2020,-0.577636421,-0.261266619,-0.114992231,-0.08524321,-0.777085423,0.0697046,-0.42530791825000003
SLV,2021,-0.553710938,-0.341824085,-0.091492087,-0.363843024,-0.866383195,-0.060513262,-0.5314403105000001
SLV,2022,-0.642525256,-0.321259052,-0.352474838,-0.46272406,-0.74221772,-0.371244878,-0.542181522
SLV,2023,-0.56131506,0.050439022,0.0023324,-0.307905406,-0.369357318,-0.474436671,-0.2970346905
SUR,2000,0.454761356,-0.142010897,0.212451234,-0.579191446,-0.038425419,0.442086488,-0.07621660150000001
SUR,2002,0.26161402499999997,-0.210034415,0.492683351,-0.677856028,-0.127914935,0.494850069,-0.18854783825000002
SUR,2003,0.306020856,-0.16174309,0.483302504,-0.575908244,-0.052874338,0.326033354,-0.12112620399999997
SUR,2004,0.262759477,-0.046466287,0.302263439,-0.650516927,-0.179757029,0.114305288,-0.1534951915
SUR,2005,0.216340378,-0.060263112,0.233044505,-0.52004754500000006,-0.13585934,0.129616141,-0.12495740475000001
SUR,2006,-0.103575468,-0.332950234,-0.013915001,-0.52555269,-0.226305485,0.511488795,-0.29709596925000004
SUR,2007,-0.012143857,-0.281002611,-0.017322771,-0.593855679,-0.246702716,0.556039929,-0.28342621575000004
SUR,2008,-0.027266076,-0.129181609,0.099638082,-0.541388154,-0.234130025,0.60561341,-0.23299146599999998
SUR,2009,-0.260273784,-0.079090007,0.147267401,-0.612616003,-0.124648117,0.444832087,-0.26915697775
SUR,2010,-0.3327021,-0.108724214,0.082475461,-0.667498529,-0.05776104,0.383502692,-0.29167147075
SUR,2011,-0.284884512,-0.123884544,0.119975284,-0.58248961,-0.047765844,0.380300343,-0.2597561275
SUR,2012,-0.340788126,-0.012880336,0.079325452,-0.476160944,-0.06157472,0.340863466,-0.22285103150000002
SUR,2013,-0.282394767,-0.01792681,0.132779226,-0.44600299,-0.049031351,0.356965274,-0.1988389795
SUR,2014,-0.449729502,-0.177615508,0.249270841,-0.634206414,-0.136155605,0.516815305,-0.34942675725
SUR,2015,-0.271172434,-0.379115045,0.249509305,-0.631722152,-0.215757579,0.411247224,-0.37444180250000003
SUR,2016,-0.335388899,-0.372116715,0.15281789,-0.642956674,-0.174602553,0.414863557,-0.38126621024999996
SUR,2017,-0.205202311,-0.648720562,0.119801402,-0.557062507,-0.171837166,0.430003643,-0.3957056365
SUR,2018,-0.240344256,-0.686521709,0.058266103,-0.668974459,-0.087810397,0.296294183,-0.42091270524999996
SUR,2019,-0.41992861,-0.627012372,0.087680511,-0.701412082,-0.083465852,0.362840116,-0.457954729
SUR,2020,-0.46073404,-0.57881397,0.418843955,-0.795015275,-0.132088944,0.414326221,-0.49166305725
SUR,2021,-0.41855827,-0.68069315,0.348392159,-0.721502066,-0.12621364,0.369046509,-0.4867417815
SUR,2022,-0.404953331,-0.944707155,0.399689198,-0.789872885,-0.128307819,0.369401544,-0.5669602975
SUR,2023,-0.404351592,-0.967238128,0.412738472,-0.728055537,-0.06225745,0.353224784,-0.54047567675
URY,2000,0.957407117,0.416957408,0.929349542,0.745703042,0.556891263,0.989812434,0.6692397075000001
URY,2002,0.945743263,0.588606656,0.838327348,0.55635494,0.674292743,1.054346561,0.6912494005
URY,2003,1.101403475,0.456945091,0.711256564,0.311726302,0.656516373,0.992518246,0.63164781025
URY,2004,0.894058406,0.303184807,0.590961158,0.299977809,0.456370503,0.842710495,0.48839788124999994
URY,2005,1.081768513,0.492236137,0.777662575,0.41782546,0.458849579,0.885737658,0.61266992225
URY,2006,1.130043507,0.379883677,0.898599565,0.401181012,0.551547348,1.030710816,0.615663886
URY,2007,1.280935764,0.56316489,0.835530937,0.380375654,0.600704789,1.04552269,0.70629527425
URY,2008,1.345951676,0.541956723,0.845082819,0.396923661,0.613664508,1.062144518,0.724624142
URY,2009,1.250004292,0.624378562,0.789260983,0.505946875,0.755774736,1.105794072,0.78402611625
URY,2010,1.297701478,0.633332193,0.824986041,0.599306583,0.786790609,1.146545172,0.82928271575
URY,2011,1.289977908,0.539623916,0.957096934,0.609196186,0.731594443,1.12143147,0.7925981132500001
URY,2012,1.378116846,0.415858507,0.709167778,0.599089086,0.614688694,1.06096673,0.75193828325
URY,2013,1.397225738,0.397321582,0.804738224,0.715800822,0.576609135,1.085201025,0.7717393192499999
URY,2014,1.388093233,0.43504113,0.991879582,0.723710597,0.761607766,1.107816458,0.8271131814999999
URY,2015,1.300400257,0.454686135,0.994889319,0.588026166,0.73654294,1.143341541,0.7699138745
URY,2016,1.247056723,0.504967213,1.048521757,0.681275368,0.61905545,1.163006306,0.7630886885
URY,2017,1.253417969,0.404940635,1.04009223,0.644548297,0.557142913,1.167353868,0.7150124535
URY,2018,1.207652926,0.504864872,1.02414608,0.623031616,0.570747197,1.191080928,0.72657415275
URY,2019,1.195396781,0.643020868,1.028297067,0.613631606,0.60346806,1.225027561,0.76387932875
URY,2020,1.3646667,0.73021096,1.054964304,0.687180042,0.647405028,1.306770444,0.8573656825
URY,2021,1.585964561,0.799662232,1.045971751,0.719142973,0.698062181,1.286414266,0.95070798675
URY,2022,1.610502005,0.849587679,1.085829616,0.713579416,0.767947495,1.284923434,0.98540414875
URY,2023,1.57394731,0.850249708,0.964887142,0.675111055,0.717662573,1.283793807,0.9542426615000001
VEN,2000,-0.642675042,-0.692695796,-0.758916974,-0.31923005,-0.865234494,-0.068792902,-0.6299588455
VEN,2002,-1.061424494,-1.002943635,-1.317897201,-0.666176438,-1.159012079,-0.462428361,-0.9723891615
VEN,2003,-1.067478895,-0.960159421,-1.286444664,-1.002670527,-1.336354256,-0.439825714,-1.09166577475
VEN,2004,-0.97820282,-1.055732727,-1.391585588,-1.065405965,-1.256648779,-0.598475635,-1.08899757275
VEN,2005,-1.030746222,-0.919886887,-1.244332433,-1.099601746,-1.258513927,-0.637349963,-1.0771871955
VEN,2006,-1.049627066,-1.06652379,-1.252867579,-1.208008647,-1.409444451,-0.622201085,-1.1834009885
VEN,2007,-1.08307755,-1.097860813,-1.229670167,-1.443938136,-1.570480943,-0.745731115,-1.2988393605000002
VEN,2008,-1.144423723,-1.149796844,-1.312438846,-1.372148633,-1.635781407,-0.752219379,-1.3255376517500002
VEN,2009,-1.171696544,-0.974365473,-1.277789474,-1.559879422,-1.625952482,-0.853539109,-1.3329734802500002
VEN,2010,-1.208009005,-1.102202773,-1.256236672,-1.563119769,-1.669150472,-0.870534301,-1.38562050475
VEN,2011,-1.155070424,-1.132086396,-1.094045997,-1.402885199,-1.686401486,-0.934033573,-1.34411087625
VEN,2012,-1.258297563,-1.082096219,-1.02713263,-1.444834471,-1.71477735,-0.906963706,-1.3750014007500002
VEN,2013,-1.307032943,-1.114338994,-1.077632427,-1.529261708,-1.786169052,-0.95165503,-1.43420067425
VEN,2014,-1.39491117,-1.175179601,-0.852002203,-1.740042567,-1.90949595,-1.083859086,-1.554907322
VEN,2015,-1.407398343,-1.196390986,-0.97167027,-1.872669816,-2.052776575,-1.091166377,-1.6323089300000002
VEN,2016,-1.366669178,-1.273982406,-1.022976637,-1.999046326,-2.266945124,-1.135403991,-1.7266607585
VEN,2017,-1.385664582,-1.427531958,-1.252240658,-1.984669447,-2.259239674,-1.217939258,-1.76427641525
VEN,2018,-1.51229763,-1.67155385,-1.351334333,-2.386736393,-2.265573502,-1.439711809,-1.9590403437500001
VEN,2019,-1.527685404,-1.722444773,-1.538519621,-2.38258338,-2.259442329,-1.429634333,-1.9730389714999998
VEN,2020,-1.575733066,-1.889375687,-1.551842809,-2.267459154,-2.331934929,-1.51546669,-2.016125709
VEN,2021,-1.622939944,-1.874597669,-1.454970241,-2.215185881,-2.300895452,-1.617731214,-2.0034047365
VEN,2022,-1.651524186,-1.689051867,-1.250806451,-2.045843363,-2.198162794,-1.544754744,-1.8961455525000002
VEN,2023,-1.690005183,-1.599200964,-1.189028025,-2.026247501,-2.151533604,-1.531320691,-1.866746813
